"Artist_Name","Album_Title","Genre","Composer","Track_Name","Track_Price","InvoiceId","Invoice_TrackId","Invoice_Track_Price","SupportRepId","SalesRep_Name","SalesRep_Title","SalesRep_City","SalesRep_State","SalesRep_Country","CustomerId","Customer_Name","Customer_City","Customer_State","Customer_Country"
Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Is This Love (Live),0.99,243,1089,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,17,Jack Smith,Redmond,WA,USA
Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Is This Love (Live),0.99,349,1089,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,11,Alexandre Rocha,São Paulo,SP,Brazil
Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Opachorô (Live),0.99,352,1097,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,16,Frank Harris,Mountain View,CA,USA
Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Palco (Live),0.99,,,,,,,,,,,,,,
Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Pela Internet (Live),0.99,351,1095,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,14,Mark Philips,Edmonton,AB,Canada
Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Quanta (Live),0.99,351,1093,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,14,Mark Philips,Edmonton,AB,Canada
Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Refavela (Live),0.99,350,1091,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,12,Roberto Almeida,Rio de Janeiro,RJ,Brazil
Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Stir It Up (Live),0.99,33,1090,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,57,Luis Rojas,Santiago,,Chile
Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Stir It Up (Live),0.99,350,1090,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,12,Roberto Almeida,Rio de Janeiro,RJ,Brazil
Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Vendedor De Caranguejo (Live),0.99,,,,,,,,,,,,,,
Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,Jazz,,Doce De Carnaval (Candy All),0.99,,,,,,,,,,,,,,
Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,Jazz,,Lamento De Carnaval,0.99,138,1103,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,37,Fynn Zimmermann,Frankfurt,,Germany
Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,Jazz,,Lamento De Carnaval,0.99,352,1103,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,16,Frank Harris,Mountain View,CA,USA
Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,Jazz,,Pretinha,0.99,,,,,,,,,,,,,,
João Gilberto,,,,,,,,,,,,,,,,,,,
Bebel Gilberto,,,,,,,,,,,,,,,,,,,
Jorge Vercilo,,,,,,,,,,,,,,,,,,,
Baby Consuelo,,,,,,,,,,,,,,,,,,,
Ney Matogrosso,,,,,,,,,,,,,,,,,,,
Luiz Melodia,,,,,,,,,,,,,,,,,,,
Nando Reis,,,,,,,,,,,,,,,,,,,
Pedro Luís & A Parede,,,,,,,,,,,,,,,,,,,
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Armadura,0.99,313,3328,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,43,Isabelle Mercier,Dijon,,France
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Batalha Naval,0.99,,,,,,,,,,,,,,
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Carimbo,0.99,,,,,,,,,,,,,,
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Catimbo,0.99,,,,,,,,,,,,,,
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Chapa o Coco,0.99,102,3320,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,15,Jennifer Peterson,Vancouver,BC,Canada
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Chega no Suingue,0.99,208,3333,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,4,Bjørn Hansen,Oslo,,Norway
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Eu So Queria Sumir,0.99,,,,,,,,,,,,,,
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Freestyle Love,0.99,,,,,,,,,,,,,,
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Funk de Bamba,0.99,102,3332,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,15,Jennifer Peterson,Vancouver,BC,Canada
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Instinto Colectivo,0.99,313,3319,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,43,Isabelle Mercier,Dijon,,France
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Mun-Ra,0.99,,,,,,,,,,,,,,
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Na Ladeira,0.99,,,,,,,,,,,,,,
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,O Misterio do Samba,0.99,,,,,,,,,,,,,,
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Prostituta,0.99,,,,,,,,,,,,,,
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Todo o Carnaval tem seu Fim,0.99,102,3326,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,15,Jennifer Peterson,Vancouver,BC,Canada
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Tres Reis,0.99,,,,,,,,,,,,,,
O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Um Lugar ao Sol,0.99,208,3324,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,4,Bjørn Hansen,Oslo,,Norway
Ed Motta,The Best of Ed Motta,Latin,,A Rua,0.99,,,,,,,,,,,,,,
Ed Motta,The Best of Ed Motta,Latin,,Agora Que O Dia Acordou,0.99,124,594,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,20,Dan Miller,Mountain View,CA,USA
Ed Motta,The Best of Ed Motta,Latin,,Baixo Rio,0.99,,,,,,,,,,,,,,
Ed Motta,The Best of Ed Motta,Latin,,Do You Have Other Loves?,0.99,334,593,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,39,Camille Bernard,Paris,,France
Ed Motta,The Best of Ed Motta,Latin,,Entre E Ouça,0.99,124,585,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,20,Dan Miller,Mountain View,CA,USA
Ed Motta,The Best of Ed Motta,Latin,,Já!!!,0.99,,,,,,,,,,,,,,
Ed Motta,The Best of Ed Motta,Latin,,Manuel,0.99,334,584,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,39,Camille Bernard,Paris,,France
Ed Motta,The Best of Ed Motta,Latin,,Seis Da Tarde,0.99,19,590,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,40,Dominique Lefebvre,Paris,,France
Ed Motta,The Best of Ed Motta,Latin,,Solução,0.99,,,,,,,,,,,,,,
Ed Motta,The Best of Ed Motta,Latin,,Sombras Do Meu Destino,0.99,,,,,,,,,,,,,,
Ed Motta,The Best of Ed Motta,Latin,,Um Contrato Com Deus,0.99,,,,,,,,,,,,,,
Ed Motta,The Best of Ed Motta,Latin,,Um Jantar Pra Dois,0.99,,,,,,,,,,,,,,
Ed Motta,The Best of Ed Motta,Latin,,Um Love,0.99,229,589,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,59,Puja Srivastava,Bangalore,,India
Ed Motta,The Best of Ed Motta,Latin,,Vamos Dançar,0.99,,,,,,,,,,,,,,
Banda Black Rio,,,,,,,,,,,,,,,,,,,
Fernanda Porto,,,,,,,,,,,,,,,,,,,
Os Cariocas,,,,,,,,,,,,,,,,,,,
Elis Regina,Elis Regina-Minha História,Latin,,"Alô, Alô, Marciano",0.99,346,883,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,41,Marc Dubois,Lyon,,France
Elis Regina,Elis Regina-Minha História,Latin,,Aprendendo A Jogar,0.99,240,890,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,57,Luis Rojas,Santiago,,Chile
Elis Regina,Elis Regina-Minha História,Latin,,As Aparências Enganam,0.99,346,887,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,41,Marc Dubois,Lyon,,France
Elis Regina,Elis Regina-Minha História,Latin,,Atrás da Porta,0.99,346,879,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,41,Marc Dubois,Lyon,,France
Elis Regina,Elis Regina-Minha História,Latin,,Casa no Campo,0.99,238,881,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,53,Phil Hughes,London,,United Kingdom
Elis Regina,Elis Regina-Minha História,Latin,,"Dois Pra Lá, Dois Pra Cá",0.99,131,880,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,58,Manoj Pareek,Delhi,,India
Elis Regina,Elis Regina-Minha História,Latin,,"Dois Pra Lá, Dois Pra Cá",0.99,237,880,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,52,Emma Jones,London,,United Kingdom
Elis Regina,Elis Regina-Minha História,Latin,,Fascinação,0.99,26,885,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,19,Tim Goyer,Cupertino,CA,USA
Elis Regina,Elis Regina-Minha História,Latin,,Madalena,0.99,240,888,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,57,Luis Rojas,Santiago,,Chile
Elis Regina,Elis Regina-Minha História,Latin,,Maria Rosa,0.99,131,889,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,58,Manoj Pareek,Delhi,,India
Elis Regina,Elis Regina-Minha História,Latin,,Me Deixas Louca,0.99,239,884,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,55,Mark Taylor,Sidney,NSW,Australia
Elis Regina,Elis Regina-Minha História,Latin,,O Bêbado e a Equilibrista,0.99,,,,,,,,,,,,,,
Elis Regina,Elis Regina-Minha História,Latin,,O Mestre-Sala dos Mares,0.99,,,,,,,,,,,,,,
Elis Regina,Elis Regina-Minha História,Latin,,Romaria,0.99,238,882,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,53,Phil Hughes,London,,United Kingdom
Elis Regina,Elis Regina-Minha História,Latin,,Saudosa Maloca,0.99,239,886,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,55,Mark Taylor,Sidney,NSW,Australia
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,Dolores Duran,A Noite Do Meu Bem,0.99,165,1917,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,3,François Tremblay,Montréal,QC,Canada
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,"Milton Nascimento, Fernando Brant",Brasil,0.99,165,1923,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,3,François Tremblay,Montréal,QC,Canada
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,"Beto Guedes, Ronaldo Bastos",Canção Do Novo Mundo,0.99,,,,,,,,,,,,,,
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,"Milton Nascimento, Fernando Brant",Caxangá,0.99,,,,,,,,,,,,,,
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,"Wagner Tiso, Milton Nascimento",Coração De Estudante,0.99,60,1916,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,23,John Gordon,Boston,MA,USA
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,Folclore,Cuitelinho,0.99,,,,,,,,,,,,,,
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,"Milton Nascimento, Fernando Brant","Maria, Maria",0.99,60,1928,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,23,John Gordon,Boston,MA,USA
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,"Milton Nascimento, Fernando Brant",Menestrel Das Alagoas,0.99,60,1922,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,23,John Gordon,Boston,MA,USA
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,"Milton Nascimento, Fernando Brant",Menestrel Das Alagoas,0.99,376,1922,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,31,Martha Silk,Halifax,NS,Canada
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,"Milton Nascimento, Fernando Brant",Nos Bailes Da Vida,0.99,,,,,,,,,,,,,,
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,"Lô Borges, Fernando Brant",Paisagem Na Janela,0.99,271,1918,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,51,Joakim Johansson,Stockholm,,Sweden
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,"Lô Borges, Márcio Borges, Fernando Brant",Para Lennon E McCartney,0.99,271,1927,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,51,Joakim Johansson,Stockholm,,Sweden
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,"Milton Nascimento, Fernando Brant",Solar,0.99,,,,,,,,,,,,,,
Milton Nascimento,Milton Nascimento Ao Vivo,Latin,"Milton Nascimento, Ronaldo Bastos",Um Gosto De Sol,0.99,,,,,,,,,,,,,,
Milton Nascimento,Minas,Latin,Toninho Horta,Beijo Partido,0.99,376,1931,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,31,Martha Silk,Halifax,NS,Canada
Milton Nascimento,Minas,Latin,"Beto Guedes, Márcio Borges",Caso Você Queira Saber,0.99,166,1941,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,12,Roberto Almeida,Rio de Janeiro,RJ,Brazil
Milton Nascimento,Minas,Latin,"Milton Nascimento, Ronaldo Bastos","Fé Cega, Faca Amolada",0.99,,,,,,,,,,,,,,
Milton Nascimento,Minas,Latin,"Milton Nascimento, Márcio Borges",Gran Circo,0.99,,,,,,,,,,,,,,
Milton Nascimento,Minas,Latin,"Milton Nascimento, Fernando Brant",Idolatrada,0.99,271,1936,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,51,Joakim Johansson,Stockholm,,Sweden
Milton Nascimento,Minas,Latin,Milton Nascimento,Leila (Venha Ser Feliz),0.99,,,,,,,,,,,,,,
Milton Nascimento,Minas,Latin,"Milton Nascimento, Caetano Veloso",Minas,0.99,,,,,,,,,,,,,,
Milton Nascimento,Minas,Latin,"John Lennon, Paul McCartney",Norwegian Wood,0.99,60,1940,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,23,John Gordon,Boston,MA,USA
Milton Nascimento,Minas,Latin,"John Lennon, Paul McCartney",Norwegian Wood,0.99,376,1940,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,31,Martha Silk,Halifax,NS,Canada
Milton Nascimento,Minas,Latin,"Milton Nascimento, Caetano Veloso",Paula E Bebeto,0.99,,,,,,,,,,,,,,
Milton Nascimento,Minas,Latin,"Milton Nascimento, Fernando Brant",Ponta de Areia,0.99,60,1934,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,23,John Gordon,Boston,MA,USA
Milton Nascimento,Minas,Latin,"Milton Nascimento, Fernando Brant",Saudade Dos Aviões Da Panair (Conversando No Bar),0.99,166,1932,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,12,Roberto Almeida,Rio de Janeiro,RJ,Brazil
Milton Nascimento,Minas,Latin,Nelson Angelo,Simples,0.99,,,,,,,,,,,,,,
Milton Nascimento,Minas,Latin,"Milton Nascimento, Ronaldo Bastos",Trastevere,0.99,,,,,,,,,,,,,,
A Cor Do Som,,,,,,,,,,,,,,,,,,,
Kid Abelha,,,,,,,,,,,,,,,,,,,
Sandra De Sá,,,,,,,,,,,,,,,,,,,
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,Alcohol,0.99,,,,,,,,,,,,,,
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,Charles Anjo 45,0.99,152,1513,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,54,Steve Murray,Edinburgh ,,United Kingdom
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,Engenho De Dentro,0.99,,,,,,,,,,,,,,
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,Filho Maravilha,0.99,47,1518,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,15,Jennifer Peterson,Vancouver,BC,Canada
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,Mama Africa,0.99,257,1508,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,34,João Fernandes,Lisbon,,Portugal
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,Menina Sarará,0.99,,,,,,,,,,,,,,
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,Os Alquimistas Estão Chegando,0.99,362,1512,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,14,Mark Philips,Edmonton,AB,Canada
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,País Tropical,0.99,,,,,,,,,,,,,,
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,Que Maravilha,0.99,,,,,,,,,,,,,,
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,Salve Simpatia,0.99,47,1509,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,15,Jennifer Peterson,Vancouver,BC,Canada
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,Santa Clara Clareou,0.99,257,1517,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,34,João Fernandes,Lisbon,,Portugal
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,Selassiê,0.99,,,,,,,,,,,,,,
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,Taj Mahal,0.99,,,,,,,,,,,,,,
Jorge Ben,Jorge Ben Jor 25 Anos,Latin,,W/Brasil (Chama O Síndico),0.99,,,,,,,,,,,,,,
Hermeto Pascoal,,,,,,,,,,,,,,,,,,,
Barão Vermelho,,,,,,,,,,,,,,,,,,,
"Edson, DJ Marky & DJ Patife Featuring Fernanda Porto",,,,,,,,,,,,,,,,,,,
Metallica,Garage Inc. (Disc 1),Metal,A.Bouchard/J.Bouchard/S.Pearlman,Astronomy,0.99,332,415,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,24,Frank Ralston,Chicago,IL,USA
Metallica,Garage Inc. (Disc 1),Metal,Danzig,Die Die My Darling,0.99,12,412,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,2,Leonie Köhler,Stuttgart,,Germany
Metallica,Garage Inc. (Disc 1),Metal,Molaney/Morris/Roberts/Wainwright,Free Speech For The Dumb,0.99,,,,,,,,,,,,,,
Metallica,Garage Inc. (Disc 1),Metal,Harris/Tatler,It's Electric,0.99,,,,,,,,,,,,,,
Metallica,Garage Inc. (Disc 1),Metal,Cave,Loverman,0.99,,,,,,,,,,,,,,
Metallica,Garage Inc. (Disc 1),Metal,Diamond/Shermann,Mercyful Fate,0.99,,,,,,,,,,,,,,
Metallica,Garage Inc. (Disc 1),Metal,Black Sabbath,Sabbra Cadabra,0.99,,,,,,,,,,,,,,
Metallica,Garage Inc. (Disc 1),Metal,Molaney/Morris/Roberts/Wainwright,The More I See,0.99,224,418,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,36,Hannah Schneider,Berlin,,Germany
Metallica,Garage Inc. (Disc 1),Metal,Collins/Van Zandt,Tuesday's Gone,0.99,224,417,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,36,Hannah Schneider,Berlin,,Germany
Metallica,Garage Inc. (Disc 1),Metal,Seger,Turn The Page,0.99,332,411,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,24,Frank Ralston,Chicago,IL,USA
Metallica,Garage Inc. (Disc 1),Metal,Traditional,Whiskey In The Jar,0.99,117,416,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,41,Marc Dubois,Lyon,,France
Metallica,Garage Inc. (Disc 1),Metal,Traditional,Whiskey In The Jar,0.99,223,416,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,35,Madalena Sampaio,Porto,,Portugal
Metallica,Black Album,Metal,Ulrich,Don't Tread On Me,0.99,,,,,,,,,,,,,,
Metallica,Black Album,Metal,"James Hetfield, Lars Ulrich and Kirk Hammett",Enter Sandman,0.99,,,,,,,,,,,,,,
Metallica,Black Album,Metal,Ulrich,Holier Than Thou,0.99,374,1803,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,16,Frank Harris,Mountain View,CA,USA
Metallica,Black Album,Metal,"James Hetfield, Lars Ulrich and Jason Newsted",My Friend Of Misery,0.99,374,1811,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,16,Frank Harris,Mountain View,CA,USA
Metallica,Black Album,Metal,Ulrich,Nothing Else Matters,0.99,159,1808,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,33,Ellie Sullivan,Yellowknife,NT,Canada
Metallica,Black Album,Metal,Ulrich,Nothing Else Matters,0.99,265,1808,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,27,Patrick Gray,Tucson,AZ,USA
Metallica,Black Album,Metal,"James Hetfield, Lars Ulrich and Kirk Hammett",Of Wolf And Man,0.99,266,1809,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,28,Julia Barnett,Salt Lake City,UT,USA
Metallica,Black Album,Metal,Ulrich,Sad But True,0.99,,,,,,,,,,,,,,
Metallica,Black Album,Metal,Ulrich,The God That Failed,0.99,266,1810,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,28,Julia Barnett,Salt Lake City,UT,USA
Metallica,Black Album,Metal,Ulrich,The Struggle Within,0.99,267,1812,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,30,Edward Francis,Ottawa,ON,Canada
Metallica,Black Album,Metal,"James Hetfield, Lars Ulrich and Kirk Hammett",The Unforgiven,0.99,54,1804,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,53,Phil Hughes,London,,United Kingdom
Metallica,Black Album,Metal,"James Hetfield, Lars Ulrich and Kirk Hammett",Through The Never,0.99,374,1807,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,16,Frank Harris,Mountain View,CA,USA
Metallica,Black Album,Metal,Ulrich,Wherever I May Roam,0.99,,,,,,,,,,,,,,
Metallica,Garage Inc. (Disc 2),Metal,Harris/Tatler,Am I Evil?,0.99,268,1818,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,32,Aaron Mitchell,Winnipeg,MB,Canada
Metallica,Garage Inc. (Disc 2),Metal,Jones/Sirotto/Smith,Blitzkrieg,0.99,374,1819,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,16,Frank Harris,Mountain View,CA,USA
Metallica,Garage Inc. (Disc 2),Metal,Bourge/Phillips/Shelley,Breadfan,0.99,268,1820,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,32,Aaron Mitchell,Winnipeg,MB,Canada
Metallica,Garage Inc. (Disc 2),Metal,Bourge/Phillips/Shelley,Crash Course In Brain Surgery,0.99,268,1816,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,32,Aaron Mitchell,Winnipeg,MB,Canada
Metallica,Garage Inc. (Disc 2),Metal,Clarke/Farren/Kilmister/Tayler,Damage Case,0.99,269,1826,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,36,Hannah Schneider,Berlin,,Germany
Metallica,Garage Inc. (Disc 2),Metal,Harris/Tatler,Helpless,0.99,54,1813,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,53,Phil Hughes,London,,United Kingdom
Metallica,Garage Inc. (Disc 2),Metal,Sweet Savage,Killing Time,0.99,,,,,,,,,,,,,,
Metallica,Garage Inc. (Disc 2),Metal,Danzig,Last Caress/Green Hell,0.99,159,1817,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,33,Ellie Sullivan,Yellowknife,NT,Canada
Metallica,Garage Inc. (Disc 2),Metal,Clarke/Kilmister/Tayler,Overkill,0.99,,,,,,,,,,,,,,
Metallica,Garage Inc. (Disc 2),Metal,Culmer/Exalt,So What,0.99,374,1823,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,16,Frank Harris,Mountain View,CA,USA
Metallica,Garage Inc. (Disc 2),Metal,Deacon/May/Mercury/Taylor,Stone Cold Crazy,0.99,54,1822,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,53,Phil Hughes,London,,United Kingdom
Metallica,Garage Inc. (Disc 2),Metal,Deacon/May/Mercury/Taylor,Stone Cold Crazy,0.99,268,1822,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,32,Aaron Mitchell,Winnipeg,MB,Canada
Metallica,Garage Inc. (Disc 2),Metal,Clarke/Kilmister/Tayler,Stone Dead Forever,0.99,,,,,,,,,,,,,,
Metallica,Garage Inc. (Disc 2),Metal,Harris/Tatler,The Prince,0.99,,,,,,,,,,,,,,
Metallica,Garage Inc. (Disc 2),Metal,Holocaust,The Small Hours,0.99,267,1814,0.99,3,Jane Peacock,Sales Support Agent,Calgary,AB,Canada,30,Edward Francis,Ottawa,ON,Canada
Metallica,Garage Inc. (Disc 2),Metal,Killing Joke,The Wait,0.99,374,1815,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,16,Frank Harris,Mountain View,CA,USA
Metallica,Garage Inc. (Disc 2),Metal,Clarke/Kilmister/Tayler,Too Late Too Late,0.99,,,,,,,,,,,,,,
Metallica,Kill 'Em All,Metal,Cliff Burton,(Anesthesia) Pulling Teeth,0.99,161,1833,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,48,Johannes Van der Berg,Amsterdam,VV,Netherlands
Metallica,Kill 'Em All,Metal,"James Hetfield, Lars Ulrich",Hit The Lights,0.99,375,1829,0.99,4,Margaret Park,Sales Support Agent,Calgary,AB,Canada,22,Heather Leacock,Orlando,FL,USA
Metallica,Kill 'Em All,Metal,"James Hetfield, Lars Ulrich, Dave Mustaine",Jump In The Fire,0.99,161,1832,0.99,5,Steve Johnson,Sales Support Agent,Calgary,AB,Canada,48,Johannes Van der Berg,Amsterdam,VV,Netherlands
